timestamp	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	uc1	uc2	uc3	uc4	temp1	temp2	temp3	temp4
2026.04.20 10:21:11,905105	1.958357	1.997035	1.976006	1.949260	2.162414	2.101813	2.074237	2.223729	2.053220	2.155152	2.233190	2.258631	2.251260	2.301143	2.206275	2.113433	2.328524	2.344372	2.185262	2.238229	2.027734	2.077991	2.111972	2.174329	2.024352	2.032129	1.807938	1.833233	1.649206	1.658644	1.574817	1.712996	1.363157	1.421113	1.390068	1.387531	2.216498	2.156516	2.153172	2.177411	2.072116	2.076584	2.281245	1.952311	1.969243	2.024441	2.028194	2.284796	2.256790	2.168481	2.021950	2.129072	2.161478	2.439132	2.024624	1.854375	1.753954	1.875013	1.878204	1.938793	1.757655	1.567478	1.518963	1.496183	1.536407	1.758910	1.667367	1.709770	1.679821	1.747852	1.743813	1.654049	-0.021637	0.586546	-0.023891	0.584936	65.437146	67.697971	70.089291	72.287202
2026.04.20 10:21:11,905196	1.956947	1.994687	1.994897	1.957201	2.164638	2.106583	2.096981	2.240957	2.061773	2.164957	2.298335	2.299452	2.260161	2.307144	2.268320	2.156308	2.337529	2.347144	2.232044	2.268381	2.033626	2.079727	2.135805	2.186917	2.028805	2.046476	1.817964	1.841141	1.660124	1.668217	1.586182	1.723748	1.369571	1.427243	1.400552	1.397095	2.227380	2.165235	2.165271	2.182101	2.073699	2.083270	2.284801	1.954120	1.969295	2.011922	2.019473	2.283907	2.256909	2.161080	2.018858	2.068912	2.145267	2.426388	2.021137	1.852526	1.760889	1.817330	1.837075	1.920124	1.750171	1.563809	1.521378	1.470350	1.514960	1.739424	1.652104	1.703807	1.674932	1.707172	1.709029	1.628921	-0.021315	0.587834	-0.023247	0.587834	65.437146	67.672152	69.940176	72.168684
2026.04.20 10:21:11,905287	1.955323	1.992594	2.003241	1.959339	2.159251	2.102917	2.109040	2.242435	2.063130	2.163786	2.348864	2.332201	2.262521	2.308645	2.339927	2.208379	2.347180	2.347633	2.298473	2.326210	2.040274	2.079659	2.195054	2.233031	2.033083	2.043448	1.847025	1.858293	1.663625	1.665775	1.594653	1.730911	1.376945	1.433339	1.404545	1.403607	2.237947	2.175178	2.170779	2.195733	2.088220	2.096291	2.298041	1.966224	1.976628	2.018831	2.025518	2.289347	2.265164	2.164963	2.016979	2.036652	2.138036	2.422838	2.021761	1.851742	1.765076	1.749948	1.790570	1.902192	1.750043	1.560856	1.522609	1.435577	1.493230	1.726508	1.647451	1.701629	1.674958	1.676729	1.686680	1.611812	-0.021637	0.587190	-0.021637	0.589765	65.461593	67.723790	70.089291	72.263498
2026.04.20 10:21:11,905378	1.940542	1.984605	1.994818	1.953849	2.152011	2.101214	2.115429	2.248162	2.060448	2.164472	2.400831	2.368961	2.257664	2.302227	2.392446	2.249706	2.340647	2.342311	2.357974	2.377229	2.039744	2.078268	2.267434	2.293329	2.035488	2.038634	1.916583	1.905131	1.669639	1.670161	1.625847	1.752200	1.379057	1.435011	1.426522	1.415740	2.244993	2.182332	2.179176	2.205019	2.097366	2.104960	2.310122	1.977277	1.985577	2.031483	2.037737	2.303677	2.277431	2.174516	2.028534	2.044382	2.146157	2.432450	2.031400	1.861495	1.767850	1.721015	1.762368	1.894986	1.752153	1.563810	1.526222	1.410072	1.472106	1.712294	1.643524	1.701238	1.678997	1.645348	1.660116	1.595413	-0.021315	0.588155	-0.020993	0.590409	65.363805	67.697971	70.188702	72.334609
2026.04.20 10:21:11,905469	1.929124	1.973756	1.965703	1.929258	2.136502	2.089136	2.089061	2.224279	2.047440	2.156949	2.397034	2.378693	2.251865	2.298928	2.446080	2.294249	2.337550	2.337093	2.413879	2.424496	2.037458	2.067887	2.326529	2.339258	2.033811	2.028644	1.976777	1.953097	1.673201	1.669554	1.664008	1.775515	1.382529	1.430002	1.459285	1.436240	2.260337	2.190159	2.187219	2.227320	2.110766	2.117377	2.321796	1.982269	1.994618	2.043371	2.048343	2.313813	2.284447	2.182798	2.039271	2.059885	2.158342	2.445718	2.041847	1.865725	1.772941	1.732155	1.773457	1.909046	1.759771	1.571906	1.530159	1.404401	1.462350	1.706817	1.650663	1.707327	1.686782	1.619837	1.644885	1.584049	-0.021315	0.588799	-0.019061	0.592341	65.363805	67.620514	70.312965	72.429424
2026.04.20 10:21:11,905560	1.921597	1.966750	1.944249	1.917274	2.128810	2.078490	2.063191	2.206245	2.031395	2.140071	2.335001	2.322791	2.232900	2.284568	2.378902	2.252735	2.322616	2.332964	2.413073	2.436515	2.036255	2.063696	2.383511	2.391429	2.026457	2.021142	2.040083	1.993101	1.667445	1.661824	1.680741	1.790048	1.382979	1.423896	1.490940	1.455134	2.265303	2.194318	2.188877	2.247960	2.131217	2.130731	2.328344	1.987170	1.996896	2.066873	2.065495	2.331859	2.296793	2.196518	2.048022	2.084853	2.173786	2.458056	2.050771	1.874817	1.775930	1.739992	1.777781	1.917335	1.769854	1.580870	1.539351	1.413815	1.472809	1.719452	1.663562	1.714940	1.691667	1.623570	1.640439	1.585158	-0.021637	0.587512	-0.018739	0.592663	65.412699	67.697971	70.437228	72.547942
2026.04.20 10:21:11,905651	1.919217	1.963458	1.928123	1.905206	2.123881	2.077814	2.046691	2.190624	2.023653	2.131518	2.288765	2.292944	2.220846	2.276308	2.325449	2.208291	2.305417	2.318150	2.339972	2.372721	2.018234	2.058584	2.320739	2.351709	2.017110	2.024687	2.053003	2.026226	1.663944	1.658913	1.708925	1.804123	1.378299	1.413000	1.513927	1.467801	2.257821	2.193906	2.187405	2.259389	2.138914	2.137948	2.335484	1.989032	1.998340	2.090896	2.084873	2.341034	2.305559	2.209707	2.053453	2.138393	2.192000	2.473979	2.065078	1.876349	1.777329	1.766536	1.793044	1.930392	1.779785	1.586799	1.541289	1.423512	1.481797	1.727504	1.673779	1.719514	1.701248	1.635704	1.651510	1.592806	-0.021637	0.587512	-0.019061	0.592019	65.339358	67.594695	70.462080	72.619053
2026.04.20 10:21:11,905741	1.923752	1.967471	1.913493	1.895635	2.122857	2.074668	2.027444	2.176826	2.018974	2.129362	2.228008	2.255986	2.214700	2.273856	2.261710	2.165295	2.299907	2.314277	2.290073	2.328606	2.011399	2.056323	2.261599	2.297190	2.005751	2.012514	1.984072	1.970454	1.647883	1.653305	1.673890	1.783817	1.372187	1.414765	1.518658	1.471562	2.248917	2.191122	2.180881	2.268910	2.145809	2.138737	2.328220	1.987047	1.994555	2.103655	2.092572	2.348828	2.305902	2.216260	2.055732	2.199375	2.213509	2.490850	2.067577	1.884908	1.770425	1.831516	1.834593	1.951379	1.787219	1.589407	1.540166	1.445358	1.496110	1.739046	1.677687	1.728145	1.704948	1.643123	1.664949	1.601162	-0.021315	0.587190	-0.019705	0.590087	65.388252	67.594695	70.486933	72.547942
2026.04.20 10:21:11,905832	1.928968	1.975020	1.918380	1.902563	2.124810	2.078323	2.019323	2.174884	2.019525	2.127805	2.179927	2.220449	2.217336	2.270400	2.197783	2.114191	2.292494	2.313104	2.224124	2.276553	2.003801	2.052871	2.201494	2.248837	2.000131	2.006707	1.935549	1.934932	1.643124	1.647462	1.644977	1.762417	1.361657	1.409444	1.482723	1.445861	2.234721	2.177245	2.172379	2.251812	2.134500	2.126379	2.319104	1.987824	1.995339	2.114445	2.098731	2.349181	2.299002	2.211014	2.058711	2.247528	2.224702	2.494722	2.066546	1.881281	1.766286	1.898458	1.881505	1.972709	1.792167	1.589212	1.540890	1.484164	1.521517	1.759026	1.685612	1.731715	1.705771	1.677073	1.688096	1.615711	-0.021959	0.586224	-0.020349	0.589121	65.388252	67.646333	70.412375	72.500535
2026.04.20 10:21:11,905923	1.937086	1.983548	1.926438	1.912777	2.134530	2.085471	2.031163	2.183580	2.024844	2.131854	2.170377	2.207715	2.219600	2.273838	2.161544	2.081064	2.296053	2.313332	2.171186	2.225938	2.002380	2.053549	2.131430	2.194719	1.999533	2.011559	1.871686	1.890460	1.639755	1.646888	1.614423	1.738793	1.354219	1.405800	1.454352	1.425783	2.221673	2.162922	2.163942	2.222956	2.103925	2.109495	2.299055	1.970618	1.979740	2.088411	2.080291	2.332052	2.287470	2.204215	2.053397	2.289232	2.233563	2.493209	2.060065	1.875318	1.755495	1.960803	1.917819	1.977310	1.787405	1.583825	1.533203	1.508301	1.545214	1.774142	1.687835	1.731033	1.702316	1.713356	1.711942	1.633317	-0.021637	0.586224	-0.021637	0.587834	65.388252	67.672152	70.437228	72.524238
2026.04.20 10:21:11,906014	1.946114	1.986798	1.937593	1.918288	2.146994	2.093225	2.039203	2.196859	2.035195	2.143039	2.185925	2.223093	2.227018	2.290083	2.172443	2.088204	2.308893	2.323331	2.158254	2.212563	2.009960	2.057848	2.090250	2.158127	2.003916	2.017888	1.809980	1.842591	1.634796	1.648814	1.585352	1.718087	1.353606	1.410728	1.424005	1.408708	2.213565	2.156308	2.158191	2.205482	2.091217	2.091658	2.286051	1.963129	1.970845	2.064515	2.058553	2.309282	2.268623	2.186429	2.036748	2.224207	2.205161	2.471328	2.043352	1.873373	1.757406	1.991611	1.960500	1.985209	1.783340	1.580476	1.523880	1.539519	1.564212	1.778605	1.680587	1.725382	1.691092	1.741482	1.732516	1.649152	-0.021959	0.586224	-0.023247	0.586546	65.412699	67.620514	70.288112	72.453127
2026.04.20 10:21:11,906105	1.951357	1.993900	1.957329	1.932226	2.155007	2.098244	2.052632	2.205553	2.043035	2.151284	2.193209	2.233833	2.239127	2.295197	2.183939	2.099765	2.320140	2.333405	2.174118	2.229231	2.016769	2.066445	2.099759	2.158676	2.007283	2.024896	1.791941	1.817864	1.641790	1.650218	1.568048	1.706860	1.356180	1.414914	1.394401	1.391393	2.210797	2.154209	2.153418	2.187425	2.078953	2.083951	2.280495	1.956480	1.970793	2.041835	2.042204	2.295000	2.262323	2.172950	2.029434	2.177341	2.181367	2.450042	2.031207	1.858182	1.756201	1.919012	1.907307	1.953813	1.769168	1.573441	1.527167	1.531034	1.568807	1.783233	1.673230	1.721861	1.679789	1.767398	1.751415	1.660314	-0.021959	0.585902	-0.022925	0.585580	65.412699	67.646333	70.263260	72.287202
2026.04.20 10:21:11,906196	1.959446	2.000022	1.977934	1.950790	2.161648	2.104025	2.076705	2.222500	2.049886	2.158958	2.236352	2.258243	2.250852	2.297512	2.207878	2.114267	2.327273	2.340172	2.189322	2.240367	2.025639	2.075020	2.116861	2.175193	2.021821	2.033463	1.806414	1.835502	1.651715	1.657514	1.573416	1.711885	1.361458	1.422396	1.389342	1.386805	2.216078	2.155614	2.159571	2.174446	2.069683	2.079245	2.283874	1.952861	1.966248	2.021201	2.026640	2.284452	2.257331	2.167292	2.020810	2.122165	2.161541	2.436905	2.021874	1.854534	1.755332	1.873547	1.875846	1.935147	1.758457	1.564376	1.518764	1.490355	1.535329	1.755246	1.660081	1.715657	1.678535	1.740621	1.736020	1.653272	-0.021315	0.586546	-0.023891	0.585580	65.412699	67.697971	70.089291	72.216091
2026.04.20 10:21:11,906287	1.956516	1.995212	1.995844	1.958647	2.162744	2.105124	2.096401	2.240323	2.059256	2.162014	2.301401	2.301085	2.258468	2.306653	2.274250	2.160855	2.338066	2.349367	2.234711	2.272797	2.035216	2.080062	2.139477	2.188551	2.029649	2.039755	1.816345	1.840678	1.662376	1.667709	1.586912	1.722376	1.369484	1.426646	1.399469	1.400502	2.230014	2.166695	2.164677	2.184087	2.075161	2.082185	2.289251	1.958039	1.969254	2.012301	2.021103	2.284808	2.255668	2.159964	2.019791	2.064541	2.143352	2.421932	2.021081	1.851130	1.757967	1.811183	1.837023	1.916261	1.754187	1.562767	1.519067	1.468537	1.514438	1.739825	1.654338	1.705336	1.673697	1.708134	1.708902	1.628801	-0.021315	0.587190	-0.022603	0.587834	65.412699	67.749610	69.940176	72.192388
2026.04.20 10:21:11,906378	1.950212	1.991807	2.005199	1.962293	2.158576	2.100111	2.108021	2.244816	2.061625	2.163127	2.350628	2.337848	2.262617	2.307535	2.345637	2.214314	2.342504	2.344601	2.302810	2.331677	2.040024	2.073886	2.201182	2.238803	2.033646	2.035617	1.852728	1.861527	1.663887	1.670430	1.599210	1.733319	1.374864	1.432704	1.408387	1.404476	2.238675	2.174849	2.175673	2.196431	2.084321	2.095954	2.298732	1.964626	1.979015	2.020670	2.026523	2.290959	2.263446	2.165141	2.022751	2.033541	2.137805	2.425798	2.022960	1.852394	1.763617	1.747283	1.790756	1.901947	1.749348	1.561177	1.523789	1.432397	1.489548	1.723383	1.651444	1.697087	1.674269	1.676597	1.683819	1.613974	-0.021637	0.587512	-0.020993	0.589765	65.437146	67.697971	70.138996	72.287202
2026.04.20 10:21:11,906469	1.936764	1.983236	1.988585	1.953440	2.151767	2.100115	2.115607	2.248353	2.058642	2.160157	2.406261	2.371815	2.253868	2.300505	2.397559	2.253332	2.344917	2.345353	2.362507	2.380326	2.043851	2.077336	2.275240	2.298850	2.037416	2.040063	1.922729	1.908852	1.666996	1.670712	1.629881	1.755781	1.380646	1.430584	1.427625	1.417846	2.249451	2.186022	2.180874	2.207203	2.100535	2.106610	2.311241	1.975179	1.983904	2.030747	2.042439	2.303322	2.277670	2.180594	2.029955	2.045421	2.148837	2.435010	2.030585	1.858503	1.774530	1.720733	1.762917	1.899914	1.753781	1.565354	1.528081	1.407569	1.466020	1.707468	1.652449	1.699634	1.682922	1.642143	1.663980	1.595508	-0.021637	0.588477	-0.020349	0.591375	65.363805	67.646333	70.213554	72.429424
2026.04.20 10:21:11,906560	1.925614	1.973119	1.964197	1.928633	2.135047	2.089815	2.086106	2.224535	2.045164	2.158449	2.390568	2.372621	2.246785	2.301558	2.445874	2.295724	2.334023	2.333540	2.419949	2.428569	2.035196	2.065171	2.330474	2.341223	2.031062	2.030178	1.982219	1.956035	1.674059	1.669044	1.663546	1.777620	1.383489	1.428972	1.463728	1.439715	2.259066	2.193034	2.188080	2.228676	2.113647	2.119751	2.322102	1.979026	1.991785	2.044882	2.047754	2.317889	2.286163	2.185541	2.039100	2.061354	2.160204	2.447815	2.045635	1.867418	1.777359	1.734909	1.775463	1.908950	1.761782	1.572347	1.532793	1.405233	1.464962	1.708745	1.658318	1.706221	1.691209	1.622551	1.642700	1.585189	-0.021637	0.588155	-0.019383	0.592985	65.388252	67.646333	70.337817	72.429424
2026.04.20 10:21:11,906650	1.920499	1.966150	1.942343	1.914360	2.128398	2.081048	2.064412	2.204066	2.029365	2.142256	2.330469	2.318741	2.231733	2.283036	2.374196	2.247791	2.322494	2.330321	2.407111	2.432978	2.031319	2.069298	2.383987	2.393257	2.029119	2.021612	2.047701	2.001050	1.665262	1.662395	1.684031	1.790619	1.384131	1.423066	1.496584	1.459817	2.264124	2.197290	2.192977	2.251487	2.131112	2.133693	2.330292	1.989748	1.997284	2.071030	2.068401	2.330883	2.297763	2.198250	2.049678	2.086132	2.171406	2.459056	2.051372	1.874477	1.780127	1.740902	1.780816	1.921247	1.775181	1.577688	1.542188	1.416998	1.472967	1.720124	1.666759	1.714640	1.695797	1.625982	1.647767	1.584820	-0.021315	0.587834	-0.018095	0.592985	65.363805	67.620514	70.437228	72.500535
2026.04.20 10:21:11,906741	1.918177	1.967177	1.924897	1.909779	2.121478	2.076699	2.044444	2.189028	2.019015	2.133170	2.283581	2.291613	2.221957	2.274552	2.318885	2.202340	2.302854	2.317248	2.335422	2.367954	2.011594	2.055670	2.312065	2.346543	2.019902	2.021098	2.049169	2.022465	1.662486	1.660606	1.704508	1.804048	1.378349	1.414062	1.517452	1.470351	2.259248	2.193718	2.185642	2.264334	2.140261	2.136746	2.333303	1.994158	1.998183	2.091157	2.085963	2.347491	2.304245	2.210608	2.052718	2.142560	2.193281	2.476800	2.062498	1.880233	1.772284	1.770462	1.795426	1.931678	1.780308	1.582981	1.544412	1.421354	1.482687	1.726038	1.667419	1.725135	1.704135	1.635815	1.652713	1.597490	-0.021959	0.587190	-0.019383	0.592019	65.339358	67.672152	70.511786	72.595349
2026.04.20 10:21:11,906832	1.924434	1.966255	1.911896	1.896770	2.119009	2.072530	2.025447	2.179014	2.018739	2.131220	2.222663	2.252789	2.216402	2.275520	2.257355	2.159120	2.299203	2.313148	2.284251	2.324896	2.007856	2.052307	2.259505	2.293517	2.008655	2.011543	1.977568	1.968126	1.650128	1.651031	1.669082	1.779832	1.369235	1.413231	1.513681	1.470045	2.250115	2.191743	2.180996	2.271084	2.145408	2.138846	2.327367	1.991569	1.996014	2.104202	2.093540	2.350871	2.304841	2.212396	2.060034	2.205830	2.215443	2.489810	2.065043	1.883917	1.769106	1.838321	1.838270	1.953658	1.788202	1.588412	1.541464	1.451385	1.497838	1.739497	1.681805	1.730893	1.704390	1.645836	1.664400	1.603445	-0.021637	0.587190	-0.019705	0.590731	65.339358	67.646333	70.511786	72.547942
2026.04.20 10:21:11,906923	1.930303	1.972538	1.916483	1.902461	2.128654	2.080456	2.019327	2.177526	2.019222	2.128345	2.174570	2.214290	2.213441	2.271398	2.192358	2.110615	2.296434	2.312037	2.220990	2.267766	2.003130	2.052617	2.193406	2.246433	2.002008	2.015618	1.928910	1.932871	1.643654	1.646647	1.640301	1.757267	1.359231	1.407948	1.477289	1.444384	2.229795	2.171587	2.168659	2.252782	2.129870	2.125815	2.315034	1.982924	1.996164	2.115637	2.097829	2.348159	2.303336	2.209396	2.053158	2.255374	2.225981	2.495702	2.067136	1.882720	1.763507	1.902208	1.884116	1.972332	1.792211	1.588292	1.540482	1.485066	1.525523	1.762511	1.680904	1.731169	1.705221	1.678708	1.688101	1.618003	-0.020993	0.587190	-0.020671	0.589443	65.412699	67.620514	70.387523	72.500535
2026.04.20 10:21:11,907014	1.937859	1.980506	1.930298	1.907937	2.135117	2.087339	2.028922	2.183307	2.024526	2.134885	2.171606	2.209464	2.218099	2.279194	2.156062	2.080798	2.295536	2.317009	2.167402	2.220285	2.006227	2.056599	2.127004	2.189629	2.001844	2.016709	1.864645	1.886641	1.639360	1.647397	1.612512	1.740602	1.356193	1.406324	1.453380	1.426801	2.218719	2.162682	2.160031	2.224762	2.104714	2.106203	2.296306	1.969085	1.982631	2.087352	2.077974	2.330377	2.286689	2.204752	2.051512	2.288099	2.230809	2.489190	2.057738	1.878097	1.756403	1.965367	1.925462	1.981214	1.788475	1.585777	1.531905	1.512235	1.547897	1.775167	1.686662	1.734341	1.696228	1.718252	1.715216	1.634465	-0.021637	0.586224	-0.021959	0.586868	65.412699	67.723790	70.412375	72.524238
2026.04.20 10:21:11,907105	1.946380	1.987054	1.936484	1.919471	2.145783	2.095429	2.038863	2.195613	2.033889	2.146758	2.186606	2.224262	2.226177	2.289224	2.172414	2.088623	2.309110	2.323131	2.159543	2.215364	2.008755	2.059598	2.089927	2.153866	2.005438	2.016848	1.807783	1.837523	1.636443	1.650842	1.584412	1.718786	1.352902	1.413543	1.420826	1.409504	2.214334	2.155498	2.158405	2.201057	2.091440	2.090857	2.288239	1.959788	1.972352	2.060473	2.058691	2.307550	2.269627	2.181841	2.033955	2.218454	2.201068	2.467640	2.046058	1.872734	1.756823	1.985384	1.959509	1.983096	1.780081	1.581724	1.526391	1.540238	1.565824	1.785322	1.678027	1.726315	1.685935	1.742414	1.735086	1.648378	-0.021315	0.585902	-0.023247	0.585580	65.437146	67.697971	70.263260	72.382016
2026.04.20 10:21:11,907196	1.954307	1.991601	1.960099	1.934629	2.154911	2.099428	2.056118	2.207212	2.042769	2.148913	2.196060	2.235640	2.243015	2.294997	2.185753	2.098331	2.320321	2.334427	2.176874	2.229833	2.018521	2.069924	2.103649	2.164385	2.014771	2.023327	1.791208	1.824048	1.638291	1.655282	1.569822	1.706632	1.356167	1.416416	1.394883	1.393376	2.213495	2.150638	2.154458	2.184848	2.074878	2.081396	2.281506	1.956051	1.969027	2.038494	2.041798	2.295961	2.260249	2.173618	2.025672	2.175121	2.180381	2.448472	2.032046	1.856721	1.750357	1.913663	1.903449	1.953677	1.768218	1.574466	1.524115	1.525899	1.565343	1.778877	1.672532	1.718447	1.683561	1.765656	1.751304	1.656203	-0.020993	0.586224	-0.023247	0.585258	65.388252	67.697971	70.163849	72.310906
2026.04.20 10:21:11,907287	1.959183	1.994048	1.979019	1.946800	2.163607	2.103857	2.078526	2.223201	2.055293	2.158901	2.240989	2.261535	2.249977	2.300273	2.214629	2.115461	2.328334	2.342082	2.191725	2.240612	2.032064	2.078130	2.115072	2.174896	2.020593	2.039799	1.807693	1.837812	1.650923	1.659390	1.574295	1.716777	1.363121	1.420064	1.388046	1.386993	2.219081	2.156400	2.151482	2.174722	2.067939	2.079530	2.281613	1.953080	1.967797	2.019720	2.023900	2.282296	2.254348	2.162990	2.019889	2.114660	2.160190	2.433083	2.022960	1.854184	1.753366	1.867511	1.873397	1.933362	1.758082	1.567882	1.519334	1.490910	1.533244	1.752921	1.656159	1.708659	1.677040	1.741316	1.737806	1.648316	-0.021959	0.586224	-0.024535	0.585258	65.461593	67.697971	70.138996	72.287202
2026.04.20 10:21:11,907378	1.952260	1.993367	1.994553	1.958238	2.164206	2.106153	2.097771	2.241392	2.061653	2.165674	2.308381	2.306025	2.257180	2.306608	2.278609	2.164945	2.342945	2.344200	2.242009	2.277787	2.037929	2.081963	2.143068	2.194812	2.029816	2.043686	1.818087	1.841268	1.659266	1.669611	1.588620	1.726865	1.368121	1.428779	1.401067	1.396115	2.226897	2.166818	2.167421	2.185242	2.077820	2.083323	2.289370	1.956820	1.969357	2.012821	2.020790	2.281134	2.257806	2.161029	2.018809	2.059022	2.142766	2.419892	2.021239	1.852173	1.761799	1.803605	1.829614	1.917363	1.750214	1.564325	1.523197	1.464749	1.510139	1.738479	1.655647	1.702158	1.676045	1.705000	1.703578	1.626063	-0.022281	0.587190	-0.022281	0.587190	65.412699	67.697971	69.915323	72.168684
2026.04.20 10:21:11,907469	1.951112	1.993190	2.006975	1.964120	2.159780	2.102580	2.111940	2.243863	2.058074	2.162944	2.352063	2.341464	2.260388	2.306955	2.349071	2.217452	2.343627	2.344891	2.307897	2.337951	2.038656	2.079718	2.208655	2.245618	2.026013	2.039160	1.860879	1.865662	1.665217	1.669046	1.601527	1.735871	1.376597	1.433480	1.407162	1.406236	2.240730	2.174245	2.175053	2.197370	2.086235	2.096863	2.299687	1.969850	1.980298	2.022734	2.024836	2.296151	2.265663	2.167951	2.021040	2.035880	2.139333	2.422923	2.024941	1.853769	1.764058	1.743251	1.784914	1.903408	1.747606	1.563397	1.524061	1.431368	1.486732	1.717780	1.646953	1.700029	1.677227	1.672431	1.682363	1.614196	-0.020993	0.587512	-0.021637	0.589765	65.363805	67.672152	70.089291	72.358313
2026.04.20 10:21:11,907559	1.934690	1.982598	1.988425	1.951416	2.151590	2.097814	2.115831	2.249485	2.056785	2.163335	2.410757	2.374547	2.257322	2.301489	2.403735	2.256030	2.341710	2.341704	2.367378	2.385161	2.039773	2.077870	2.279413	2.302388	2.034064	2.036416	1.927622	1.913832	1.671422	1.670067	1.632850	1.756009	1.379544	1.435508	1.428983	1.416715	2.251427	2.186351	2.181212	2.207532	2.096805	2.107456	2.314047	1.975456	1.987735	2.031421	2.039762	2.305028	2.276058	2.177074	2.033786	2.051812	2.150291	2.434348	2.032756	1.857811	1.764873	1.720103	1.763106	1.902049	1.752058	1.565196	1.527924	1.407426	1.466754	1.710252	1.648780	1.701704	1.681125	1.637121	1.658942	1.593094	-0.021637	0.587834	-0.019705	0.591697	65.388252	67.672152	70.263260	72.453127
2026.04.20 10:21:11,907650	1.927687	1.969478	1.964355	1.929724	2.136076	2.086582	2.085085	2.220325	2.044918	2.150232	2.386853	2.365697	2.247756	2.298090	2.439636	2.295052	2.336205	2.334898	2.424849	2.432946	2.035225	2.062231	2.335017	2.344278	2.031417	2.025920	1.988117	1.959469	1.671549	1.670171	1.662960	1.780463	1.381760	1.428700	1.465926	1.440430	2.260337	2.194234	2.190883	2.230919	2.116361	2.117377	2.321296	1.980509	1.992397	2.046723	2.050432	2.315710	2.285874	2.188645	2.042873	2.061115	2.162016	2.448018	2.044978	1.868601	1.775570	1.735168	1.774473	1.907839	1.760466	1.572575	1.533435	1.404141	1.464286	1.709462	1.653230	1.707499	1.688061	1.622194	1.641245	1.583121	-0.021959	0.588155	-0.019061	0.592663	65.363805	67.620514	70.337817	72.500535
2026.04.20 10:21:11,907741	1.919089	1.967129	1.943269	1.916250	2.128488	2.077305	2.064897	2.204159	2.030352	2.136948	2.326718	2.317230	2.229003	2.280746	2.367520	2.242914	2.321664	2.327386	2.398261	2.428708	2.029535	2.066217	2.382733	2.392265	2.024526	2.021789	2.051039	2.003440	1.668172	1.660301	1.686076	1.792885	1.380341	1.422686	1.491720	1.457418	2.265272	2.197862	2.194088	2.254637	2.131680	2.132224	2.332852	1.991559	1.998669	2.072759	2.068455	2.330943	2.297883	2.202961	2.048588	2.090345	2.174380	2.462867	2.052498	1.875508	1.778608	1.741428	1.778847	1.918558	1.775263	1.580186	1.541372	1.415361	1.477467	1.720217	1.663895	1.716336	1.693624	1.624414	1.649453	1.586062	-0.021315	0.587512	-0.018417	0.592663	65.363805	67.594695	70.462080	72.595349
2026.04.20 10:21:11,907832	1.918352	1.963535	1.922798	1.901557	2.122346	2.077990	2.039289	2.186845	2.021889	2.132273	2.278100	2.286142	2.219593	2.274663	2.315400	2.199084	2.306156	2.317216	2.331759	2.366214	2.014747	2.058867	2.309312	2.339900	2.016129	2.022487	2.043337	2.019095	1.663479	1.660233	1.702206	1.804555	1.373968	1.414081	1.517968	1.468875	2.259614	2.193041	2.184423	2.263644	2.139084	2.135053	2.332084	1.991333	1.994884	2.095157	2.091198	2.343953	2.303933	2.209932	2.055271	2.148867	2.194256	2.476060	2.064060	1.878542	1.776060	1.777044	1.798870	1.935579	1.780865	1.583497	1.541780	1.425286	1.480077	1.729029	1.675667	1.723488	1.703586	1.637449	1.656531	1.596351	-0.021637	0.587190	-0.017773	0.592341	65.412699	67.594695	70.486933	72.595349
2026.04.20 10:21:11,907923	1.919891	1.964591	1.913466	1.897469	2.123621	2.073729	2.022588	2.176295	2.016727	2.129213	2.216887	2.247439	2.216237	2.270126	2.252397	2.155190	2.298331	2.314367	2.280203	2.322714	2.005786	2.053608	2.252102	2.292293	2.006409	2.009392	1.974734	1.960582	1.647889	1.649782	1.666784	1.779040	1.368139	1.416139	1.511566	1.470911	2.245606	2.190550	2.179247	2.271415	2.139137	2.135617	2.326161	1.989635	1.992726	2.104440	2.096696	2.350664	2.305781	2.214055	2.064026	2.209509	2.217065	2.490257	2.068642	1.883206	1.771734	1.846614	1.840963	1.954795	1.788138	1.590271	1.541855	1.450468	1.499990	1.740421	1.684509	1.730103	1.705256	1.646694	1.665801	1.602649	-0.021637	0.586868	-0.020027	0.590409	65.388252	67.620514	70.437228	72.595349
