timestamp	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	uc1	uc2	uc3	uc4	temp1	temp2	temp3	temp4
2026.04.20 10:21:11,816205	1.954045	1.994183	1.959389	1.935762	2.156444	2.101387	2.056749	2.207474	2.040613	2.150116	2.201090	2.235160	2.240976	2.296207	2.186154	2.098331	2.321155	2.342406	2.177612	2.229833	2.018521	2.072470	2.104025	2.166544	2.012240	2.026333	1.792075	1.824560	1.644965	1.651062	1.568420	1.706827	1.354466	1.416181	1.394655	1.392651	2.213253	2.156007	2.156835	2.183066	2.074659	2.080662	2.279246	1.953190	1.969243	2.037010	2.036132	2.296173	2.260118	2.170151	2.026752	2.167613	2.177396	2.445570	2.028810	1.860460	1.751735	1.909764	1.901094	1.950984	1.768508	1.577112	1.527035	1.525278	1.561621	1.777678	1.676449	1.721580	1.683385	1.768764	1.754966	1.660005	-0.021315	0.585902	-0.023247	0.585902	65.437146	67.697971	70.163849	72.239795
2026.04.20 10:21:11,816296	1.957933	1.996141	1.981002	1.947920	2.161744	2.103693	2.078785	2.226114	2.059399	2.159651	2.247209	2.267758	2.250726	2.299824	2.217776	2.121630	2.329460	2.342795	2.194956	2.242176	2.028910	2.074088	2.115273	2.177697	2.022579	2.033351	1.807112	1.834960	1.650785	1.662369	1.577764	1.716671	1.362015	1.420950	1.390901	1.391373	2.218790	2.155621	2.156961	2.177023	2.066638	2.081290	2.281363	1.955490	1.967570	2.017419	2.023704	2.284440	2.254650	2.162866	2.023370	2.108388	2.157219	2.430657	2.022801	1.854939	1.752831	1.863348	1.870768	1.935579	1.755427	1.564901	1.518809	1.486931	1.532284	1.752342	1.659023	1.705305	1.677547	1.732584	1.733962	1.649382	-0.020993	0.587190	-0.024535	0.585258	65.437146	67.646333	70.114144	72.192388
2026.04.20 10:21:11,816387	1.954524	1.993233	1.995767	1.955777	2.164546	2.106069	2.099277	2.239545	2.063726	2.163966	2.310308	2.308928	2.257965	2.307384	2.287793	2.169921	2.342016	2.351666	2.244500	2.283254	2.041561	2.083943	2.148943	2.196822	2.031391	2.042266	1.818738	1.843754	1.659133	1.670360	1.588495	1.728037	1.369484	1.428164	1.401951	1.401001	2.230561	2.167719	2.168347	2.184608	2.078218	2.085249	2.288239	1.956709	1.971020	2.012290	2.020256	2.282900	2.258217	2.164723	2.020350	2.059371	2.141478	2.421200	2.022055	1.853816	1.767404	1.800211	1.828629	1.915784	1.752131	1.563725	1.520404	1.464201	1.513113	1.736378	1.653748	1.704234	1.677024	1.702694	1.703992	1.627656	-0.021637	0.587512	-0.022603	0.588155	65.437146	67.697971	69.940176	72.192388
2026.04.20 10:21:11,816478	1.949385	1.989090	2.004883	1.960565	2.159942	2.100620	2.110887	2.246224	2.062914	2.168192	2.356531	2.339556	2.260201	2.310390	2.352880	2.222687	2.345517	2.347217	2.314715	2.340750	2.044772	2.082092	2.216748	2.246729	2.033324	2.039074	1.860801	1.869536	1.664816	1.669991	1.602772	1.739852	1.376753	1.432632	1.412284	1.406900	2.240420	2.177003	2.177887	2.196552	2.084939	2.096577	2.301862	1.966497	1.976464	2.022039	2.027475	2.290615	2.264462	2.168544	2.025612	2.034831	2.139092	2.421731	2.026898	1.855570	1.766528	1.737574	1.782826	1.900086	1.751350	1.564484	1.525970	1.430621	1.487738	1.726288	1.648376	1.700273	1.674702	1.671041	1.683154	1.608135	-0.021959	0.587834	-0.020993	0.589765	65.412699	67.697971	70.114144	72.310906
2026.04.20 10:21:11,816569	1.937647	1.979831	1.983568	1.946845	2.148451	2.099783	2.112919	2.245377	2.060591	2.162950	2.417925	2.377573	2.259482	2.300024	2.409518	2.260326	2.343031	2.341772	2.370460	2.386941	2.040977	2.077820	2.284327	2.306686	2.035756	2.035961	1.934359	1.919464	1.672745	1.668702	1.634813	1.759898	1.384333	1.430857	1.436828	1.421120	2.252163	2.188575	2.183498	2.212351	2.101558	2.107636	2.314727	1.974289	1.987447	2.034927	2.042010	2.303784	2.275466	2.180344	2.035318	2.051322	2.152678	2.434739	2.033187	1.862241	1.770580	1.722909	1.763906	1.902928	1.757664	1.567998	1.528774	1.406929	1.466255	1.710196	1.653413	1.703312	1.685516	1.639242	1.656717	1.595863	-0.020993	0.588477	-0.019061	0.591375	65.388252	67.594695	70.213554	72.358313
2026.04.20 10:21:11,816659	1.926803	1.968128	1.960836	1.927937	2.136407	2.083935	2.082210	2.219347	2.040450	2.150800	2.376369	2.362456	2.248321	2.298230	2.436955	2.290201	2.335365	2.336151	2.428900	2.440205	2.035446	2.070091	2.342408	2.350574	2.034821	2.026273	1.992049	1.962010	1.673270	1.669181	1.665261	1.782983	1.384504	1.426989	1.471702	1.444248	2.258707	2.194737	2.187736	2.233484	2.117372	2.122979	2.323308	1.983159	1.991964	2.050087	2.051279	2.318567	2.286651	2.188476	2.043113	2.062595	2.161031	2.447828	2.044382	1.869400	1.775490	1.734273	1.777322	1.914376	1.765977	1.571944	1.534648	1.409633	1.468121	1.712761	1.653024	1.707883	1.689003	1.620929	1.641619	1.581765	-0.021315	0.587834	-0.018739	0.592985	65.339358	67.672152	70.288112	72.429424
2026.04.20 10:21:11,816750	1.921328	1.966967	1.939070	1.914695	2.127459	2.079262	2.059957	2.203977	2.028917	2.137609	2.321823	2.317452	2.231762	2.287909	2.363010	2.239062	2.319672	2.330835	2.391346	2.421964	2.031040	2.067743	2.377759	2.393852	2.030048	2.022506	2.059706	2.010323	1.669761	1.660503	1.689437	1.795270	1.380954	1.422814	1.495821	1.460548	2.261295	2.197681	2.186574	2.252905	2.132525	2.135617	2.330658	1.987435	1.997613	2.072172	2.072043	2.334069	2.299599	2.197768	2.047616	2.094682	2.175833	2.462203	2.054220	1.874860	1.776380	1.740843	1.779498	1.920707	1.772367	1.581302	1.540640	1.416371	1.476735	1.723338	1.666974	1.715920	1.694867	1.624542	1.647950	1.586188	-0.020993	0.588155	-0.018095	0.592341	65.388252	67.620514	70.412375	72.571645
2026.04.20 10:21:11,816841	1.918840	1.964039	1.924181	1.900652	2.122170	2.075681	2.038337	2.187983	2.022695	2.131817	2.270621	2.281071	2.220574	2.275215	2.310736	2.197169	2.304528	2.313058	2.327684	2.358561	2.017234	2.055870	2.300175	2.334644	2.013159	2.019206	2.033422	2.013030	1.661555	1.660599	1.704896	1.808390	1.375554	1.412688	1.524545	1.472000	2.258420	2.195999	2.185892	2.263561	2.138968	2.136473	2.331059	1.992173	1.997515	2.093474	2.090789	2.344901	2.305504	2.209654	2.054603	2.154747	2.198071	2.479898	2.061919	1.880147	1.775070	1.783364	1.797857	1.937772	1.784008	1.586422	1.544949	1.425335	1.483656	1.730563	1.671785	1.723176	1.704934	1.638763	1.656218	1.595431	-0.021315	0.587512	-0.019705	0.591053	65.314912	67.620514	70.561491	72.547942
2026.04.20 10:21:11,816932	1.920573	1.962423	1.913217	1.898605	2.122758	2.073294	2.023374	2.176285	2.015652	2.127293	2.215459	2.240891	2.212260	2.272225	2.245670	2.151131	2.297303	2.314592	2.273368	2.314825	2.008658	2.051429	2.247154	2.288777	2.004749	2.014066	1.971625	1.961537	1.647619	1.650418	1.665000	1.777068	1.364976	1.414388	1.510369	1.466708	2.245181	2.188115	2.179885	2.271019	2.144839	2.137765	2.326806	1.987559	1.994185	2.108340	2.092649	2.345120	2.305671	2.211443	2.053519	2.210633	2.216141	2.490596	2.069787	1.884708	1.769015	1.853263	1.849083	1.956861	1.788945	1.589568	1.543440	1.455899	1.502436	1.744137	1.678412	1.732134	1.709515	1.650317	1.667806	1.602433	-0.021315	0.586868	-0.020671	0.590409	65.339358	67.672152	70.437228	72.524238
2026.04.20 10:21:11,817023	1.929290	1.972957	1.916878	1.903337	2.131032	2.078578	2.020747	2.176023	2.021874	2.128048	2.170739	2.211877	2.212290	2.272659	2.182405	2.102363	2.297397	2.312587	2.208904	2.262781	2.001680	2.054538	2.181548	2.240175	2.005835	2.009266	1.920069	1.924013	1.644178	1.646268	1.638385	1.755155	1.357917	1.408108	1.471509	1.440559	2.228584	2.171463	2.168531	2.241855	2.126191	2.120087	2.308417	1.983262	1.989841	2.109665	2.100226	2.345194	2.297389	2.211249	2.053336	2.263332	2.224518	2.491756	2.063258	1.880047	1.759010	1.909930	1.889157	1.973294	1.794417	1.592731	1.538831	1.488655	1.532266	1.765113	1.686455	1.733070	1.702148	1.685473	1.692707	1.618239	-0.021315	0.586546	-0.021315	0.588799	65.412699	67.672152	70.412375	72.453127
2026.04.20 10:21:11,817114	1.942254	1.982967	1.932176	1.912209	2.135388	2.086752	2.033155	2.187099	2.030005	2.133654	2.172459	2.212873	2.219405	2.279306	2.159352	2.078349	2.299670	2.318236	2.162603	2.218520	2.002682	2.056405	2.118218	2.179515	2.002548	2.010708	1.854538	1.878118	1.635582	1.648230	1.606562	1.733170	1.351749	1.408305	1.446426	1.421297	2.216747	2.163377	2.156035	2.219300	2.106924	2.100774	2.294986	1.968357	1.977900	2.079967	2.071869	2.322023	2.284671	2.199675	2.049845	2.279856	2.229127	2.488211	2.058128	1.877567	1.753460	1.978328	1.934637	1.983017	1.788495	1.584801	1.529240	1.516576	1.549230	1.776163	1.686126	1.728921	1.698529	1.721605	1.722943	1.640797	-0.020993	0.586224	-0.021959	0.587190	65.412699	67.646333	70.387523	72.405720
2026.04.20 10:21:11,817205	1.947496	1.987692	1.941581	1.922422	2.149798	2.095602	2.041416	2.196673	2.034483	2.144838	2.185616	2.224452	2.227962	2.287369	2.174971	2.092525	2.308375	2.327008	2.163694	2.214175	2.010459	2.059203	2.091836	2.153033	2.006308	2.022283	1.799816	1.835767	1.640609	1.650842	1.577691	1.717045	1.354370	1.415059	1.416858	1.407007	2.213438	2.155676	2.154402	2.198672	2.088557	2.091029	2.283933	1.959949	1.971186	2.056868	2.054268	2.305845	2.265532	2.179933	2.031325	2.210847	2.194312	2.464626	2.039249	1.868708	1.760103	1.974015	1.951542	1.978814	1.778540	1.582681	1.525946	1.543704	1.571560	1.783846	1.679205	1.722459	1.685381	1.747307	1.738357	1.653528	-0.021637	0.586224	-0.023247	0.585580	65.412699	67.672152	70.263260	72.382016
2026.04.20 10:21:11,817296	1.953463	1.992176	1.961083	1.935658	2.155596	2.099690	2.054766	2.210555	2.045354	2.152336	2.203565	2.234451	2.243488	2.295872	2.187020	2.101313	2.323470	2.338440	2.179281	2.232220	2.019391	2.069103	2.103254	2.165699	2.009161	2.026705	1.793656	1.823696	1.644172	1.655584	1.567320	1.709975	1.356688	1.419483	1.392932	1.393410	2.214277	2.155443	2.152592	2.179411	2.070030	2.080099	2.277676	1.953130	1.966960	2.035272	2.035232	2.295153	2.258270	2.171873	2.024401	2.162335	2.174999	2.444709	2.025958	1.857830	1.755060	1.906115	1.899017	1.946773	1.766129	1.573000	1.523641	1.519370	1.558252	1.775399	1.673234	1.719111	1.682565	1.767947	1.753601	1.661463	-0.020993	0.586224	-0.024213	0.585258	65.461593	67.672152	70.238407	72.287202
2026.04.20 10:21:11,817387	1.959635	1.999723	1.983033	1.951426	2.161809	2.103342	2.083605	2.226621	2.055146	2.159170	2.249051	2.270593	2.249881	2.299366	2.222545	2.124127	2.329676	2.343433	2.194764	2.244548	2.029800	2.081356	2.116455	2.178617	2.021768	2.035919	1.811948	1.837650	1.654827	1.661800	1.577646	1.717850	1.362754	1.422720	1.393630	1.392118	2.221721	2.158375	2.157698	2.174659	2.066864	2.076413	2.282553	1.952150	1.966413	2.017574	2.021341	2.284133	2.254705	2.164545	2.017379	2.105117	2.153952	2.429275	2.020301	1.854428	1.755644	1.857598	1.866090	1.932183	1.754154	1.563730	1.521272	1.488894	1.526778	1.754079	1.661009	1.707690	1.677175	1.730575	1.729763	1.647302	-0.021315	0.586546	-0.024213	0.586224	65.461593	67.723790	70.089291	72.263498
2026.04.20 10:21:11,817478	1.952956	1.992622	1.992491	1.953782	2.162754	2.106836	2.099193	2.241651	2.058655	2.166456	2.313017	2.316441	2.257965	2.305770	2.294204	2.172424	2.341599	2.346205	2.250038	2.285392	2.036112	2.081396	2.153834	2.200711	2.032235	2.037636	1.818714	1.844169	1.661384	1.670294	1.589225	1.729714	1.371845	1.431613	1.403846	1.401909	2.231521	2.171167	2.167703	2.185516	2.077600	2.085647	2.288108	1.957918	1.971794	2.011759	2.020558	2.282770	2.260053	2.160485	2.018689	2.051521	2.142232	2.425267	2.021511	1.852868	1.760380	1.794471	1.822281	1.914302	1.750493	1.562684	1.524778	1.458486	1.508617	1.736780	1.648907	1.705211	1.675235	1.700937	1.702230	1.622955	-0.020993	0.588155	-0.021959	0.588155	65.461593	67.697971	69.940176	72.216091
2026.04.20 10:21:11,817568	1.950212	1.992282	2.007444	1.959035	2.160708	2.100536	2.113188	2.245695	2.061204	2.162707	2.363938	2.342878	2.261394	2.305114	2.356855	2.224325	2.345838	2.348381	2.322001	2.346213	2.045051	2.078978	2.223744	2.252621	2.035795	2.036427	1.868646	1.872481	1.667989	1.672130	1.605476	1.738912	1.375756	1.432612	1.412761	1.409378	2.246248	2.178413	2.176196	2.199001	2.087372	2.095954	2.302229	1.969904	1.978570	2.024022	2.030701	2.297595	2.266299	2.168063	2.025552	2.036001	2.138621	2.424879	2.026310	1.854579	1.763158	1.735861	1.779379	1.899038	1.750793	1.566362	1.525042	1.426685	1.484613	1.719848	1.646014	1.701371	1.675806	1.666686	1.678787	1.608131	-0.021959	0.587512	-0.020671	0.589765	65.437146	67.697971	70.138996	72.310906
2026.04.20 10:21:11,817659	1.933629	1.978214	1.981583	1.945260	2.146050	2.099947	2.110271	2.244657	2.059847	2.162618	2.415984	2.382650	2.252615	2.297246	2.414755	2.262478	2.339821	2.338959	2.375326	2.393482	2.042036	2.074224	2.287493	2.312939	2.031213	2.035771	1.940153	1.926306	1.673935	1.668060	1.638576	1.759259	1.381204	1.431666	1.438608	1.423411	2.252992	2.189351	2.182725	2.214158	2.098787	2.109951	2.312475	1.976275	1.989005	2.034293	2.043040	2.305430	2.279916	2.182137	2.033036	2.049401	2.150751	2.436246	2.037835	1.863829	1.769981	1.724754	1.766232	1.900347	1.755374	1.566357	1.528127	1.405878	1.466946	1.708994	1.649623	1.701406	1.686368	1.635191	1.655377	1.593906	-0.021959	0.587512	-0.019383	0.591697	65.412699	67.646333	70.238407	72.405720
2026.04.20 10:21:11,817750	1.928645	1.971855	1.959863	1.926930	2.134370	2.081900	2.079917	2.217688	2.043657	2.149393	2.371191	2.357312	2.244872	2.294830	2.436397	2.291266	2.335694	2.336063	2.431391	2.441396	2.037598	2.069724	2.348014	2.353612	2.026086	2.030406	1.996769	1.961993	1.673397	1.667961	1.669280	1.783505	1.380851	1.430287	1.473933	1.445496	2.263042	2.195762	2.189313	2.237604	2.118396	2.120946	2.325794	1.985348	1.992397	2.050914	2.053775	2.318555	2.289678	2.192821	2.043274	2.061115	2.160791	2.448478	2.045418	1.870347	1.782497	1.735128	1.774433	1.913980	1.765653	1.574535	1.533480	1.410246	1.466094	1.712462	1.657474	1.709822	1.692060	1.619591	1.641362	1.584378	-0.021315	0.588155	-0.018739	0.592985	65.363805	67.620514	70.362670	72.476831
2026.04.20 10:21:11,817841	1.918473	1.966988	1.941785	1.913784	2.125479	2.076440	2.059691	2.199738	2.026682	2.136620	2.316109	2.310114	2.230300	2.280776	2.357906	2.231725	2.316686	2.324470	2.383462	2.412056	2.027018	2.066635	2.374084	2.392689	2.027327	2.019889	2.062380	2.014599	1.664207	1.658735	1.690619	1.797007	1.378090	1.419855	1.498871	1.458627	2.262781	2.195512	2.190626	2.255339	2.128840	2.133450	2.328551	1.988664	1.999296	2.076689	2.070693	2.332065	2.301084	2.199453	2.052435	2.097985	2.176655	2.463587	2.052716	1.876159	1.779208	1.742833	1.781134	1.925420	1.771907	1.584219	1.539796	1.415980	1.475014	1.724371	1.668863	1.716592	1.697204	1.627373	1.645343	1.588017	-0.021959	0.588155	-0.018739	0.592341	65.363805	67.723790	70.437228	72.547942
2026.04.20 10:21:11,817932	1.917597	1.964220	1.917609	1.901296	2.121483	2.074575	2.037690	2.187714	2.020813	2.131611	2.268442	2.277912	2.218471	2.275147	2.306260	2.194601	2.301379	2.315761	2.324183	2.358322	2.012597	2.054992	2.295347	2.329911	2.016076	2.016587	2.026564	2.008952	1.657800	1.660102	1.700100	1.805287	1.373795	1.413396	1.525207	1.472674	2.257026	2.194171	2.184538	2.265304	2.142242	2.134652	2.330731	1.991896	1.999009	2.094865	2.090076	2.345521	2.306201	2.211496	2.055170	2.162296	2.202315	2.481919	2.065889	1.880670	1.771455	1.785870	1.805472	1.936422	1.783749	1.584285	1.541168	1.427730	1.483446	1.730324	1.676003	1.725438	1.705546	1.635036	1.657375	1.597829	-0.021959	0.587190	-0.019061	0.591697	65.363805	67.646333	70.486933	72.642756
2026.04.20 10:21:11,818023	1.922011	1.966227	1.912319	1.898605	2.118919	2.076699	2.021784	2.175406	2.017333	2.126033	2.208020	2.240472	2.212290	2.276693	2.238890	2.146156	2.295314	2.311327	2.268666	2.311073	2.005028	2.051993	2.243548	2.284618	2.007522	2.009214	1.967802	1.955993	1.646825	1.651433	1.663155	1.773726	1.366547	1.412981	1.505528	1.465826	2.244099	2.188115	2.180932	2.269476	2.141279	2.136236	2.325807	1.987999	1.995962	2.109597	2.095157	2.349388	2.302343	2.211025	2.054720	2.211043	2.216958	2.490136	2.068977	1.883517	1.768335	1.856250	1.848810	1.959867	1.791653	1.590647	1.540890	1.456012	1.502552	1.747220	1.685023	1.727860	1.707432	1.649899	1.670113	1.602556	-0.021637	0.587190	-0.020027	0.590087	65.339358	67.672152	70.412375	72.500535
2026.04.20 10:21:11,818114	1.926388	1.972929	1.920444	1.901447	2.132222	2.080618	2.020264	2.176810	2.022570	2.127059	2.163931	2.212137	2.212107	2.275291	2.177816	2.098849	2.297206	2.313655	2.202817	2.259602	2.003607	2.052671	2.174608	2.229635	2.001271	2.016990	1.914688	1.921172	1.640680	1.646006	1.632994	1.753581	1.356175	1.410346	1.472198	1.439258	2.224733	2.171911	2.166898	2.238706	2.126132	2.121556	2.309357	1.980572	1.990233	2.111288	2.097665	2.345133	2.298695	2.209462	2.054025	2.272231	2.227256	2.492082	2.065412	1.881578	1.761640	1.912106	1.890576	1.977786	1.788945	1.587653	1.538099	1.495741	1.532424	1.767747	1.686657	1.733236	1.702869	1.686184	1.694505	1.620735	-0.021637	0.586546	-0.020349	0.588799	65.412699	67.697971	70.437228	72.524238
2026.04.20 10:21:11,818205	1.935840	1.982301	1.931095	1.912954	2.140239	2.089471	2.031709	2.189462	2.026745	2.136685	2.174080	2.212107	2.217845	2.277339	2.159018	2.080528	2.296883	2.319206	2.160485	2.214823	2.003326	2.056629	2.112756	2.177579	2.002792	2.016369	1.848790	1.872674	1.635850	1.647150	1.603608	1.732535	1.353516	1.412655	1.446222	1.420592	2.219203	2.156516	2.155265	2.216993	2.101102	2.099012	2.293736	1.964626	1.977682	2.076814	2.072060	2.323194	2.279136	2.200212	2.043159	2.273805	2.228414	2.486492	2.055479	1.875574	1.755322	1.986233	1.940297	1.984234	1.785688	1.583637	1.529482	1.516810	1.552115	1.775445	1.684688	1.730867	1.695501	1.722978	1.723228	1.641121	-0.021637	0.585902	-0.022281	0.587190	65.437146	67.697971	70.412375	72.453127
2026.04.20 10:21:11,818296	1.946059	1.987692	1.942479	1.923353	2.147665	2.094325	2.042211	2.197112	2.036584	2.147356	2.188748	2.225290	2.233234	2.291775	2.177746	2.093331	2.312031	2.329433	2.166557	2.214513	2.008646	2.067122	2.087560	2.154613	2.005300	2.019638	1.797303	1.831690	1.637302	1.651656	1.578023	1.712190	1.355819	1.414535	1.413864	1.404491	2.211815	2.155676	2.153355	2.198157	2.083472	2.088480	2.283933	1.958190	1.970741	2.054773	2.050507	2.304897	2.265532	2.177428	2.030924	2.206747	2.195128	2.460947	2.040119	1.865480	1.753455	1.968637	1.947248	1.978714	1.781578	1.581686	1.526354	1.545833	1.571963	1.783312	1.676255	1.724658	1.683715	1.748933	1.740533	1.654668	-0.021315	0.585902	-0.023247	0.585902	65.412699	67.672152	70.288112	72.382016
2026.04.20 10:21:11,818387	1.954572	1.993757	1.963479	1.938137	2.157109	2.100354	2.059353	2.211675	2.050285	2.151372	2.203001	2.241415	2.241764	2.296558	2.188525	2.102501	2.322205	2.338006	2.180743	2.233488	2.020248	2.072523	2.105959	2.167895	2.017138	2.024771	1.797354	1.825539	1.644042	1.653714	1.569214	1.706394	1.357335	1.418132	1.392600	1.389082	2.213723	2.153902	2.155719	2.178884	2.077137	2.078557	2.278200	1.954470	1.967870	2.033199	2.037343	2.291386	2.261254	2.167364	2.026083	2.157079	2.175069	2.443869	2.027882	1.857370	1.747674	1.904527	1.894845	1.949600	1.763831	1.573234	1.523871	1.515697	1.552747	1.773197	1.669253	1.722561	1.681046	1.767007	1.753750	1.663321	-0.021315	0.586868	-0.023569	0.585902	65.412699	67.775429	70.138996	72.263498
2026.04.20 10:21:11,818477	1.958675	1.996887	1.989351	1.951445	2.165329	2.103436	2.085311	2.230687	2.056092	2.158869	2.254708	2.274527	2.250726	2.306279	2.230999	2.127470	2.330710	2.343215	2.199385	2.246879	2.032680	2.077059	2.119786	2.177697	2.026442	2.037063	1.811450	1.838865	1.654361	1.662239	1.580412	1.717411	1.364290	1.424814	1.394693	1.391690	2.225524	2.161965	2.160865	2.176748	2.069908	2.080495	2.283124	1.953952	1.967798	2.017224	2.023101	2.284226	2.255255	2.161739	2.019088	2.105232	2.155305	2.432639	2.024148	1.853938	1.763396	1.853900	1.865208	1.929759	1.755235	1.564734	1.519090	1.482003	1.529030	1.752160	1.659362	1.711118	1.676187	1.729610	1.725524	1.646275	-0.021637	0.586868	-0.023891	0.585258	65.388252	67.646333	70.114144	72.239795
2026.04.20 10:21:11,818568	1.954552	1.995162	1.995796	1.958598	2.161226	2.106158	2.103738	2.241836	2.063874	2.170414	2.320650	2.314961	2.257744	2.307175	2.300808	2.180534	2.339709	2.346399	2.257242	2.292425	2.040054	2.078596	2.159277	2.205645	2.028945	2.042849	1.823272	1.846981	1.664362	1.672262	1.590994	1.728172	1.373016	1.427768	1.402060	1.402112	2.233330	2.170327	2.171550	2.188784	2.079293	2.087857	2.291796	1.959398	1.973292	2.013179	2.022398	2.284855	2.259286	2.158993	2.020459	2.050461	2.140369	2.423169	2.022213	1.853965	1.761799	1.789787	1.822058	1.912601	1.752270	1.564804	1.520523	1.458244	1.510139	1.737002	1.650340	1.702158	1.676045	1.697927	1.701941	1.624917	-0.021315	0.587512	-0.021959	0.588155	65.437146	67.672152	69.915323	72.168684
2026.04.20 10:21:11,818659	1.949995	1.994928	2.005016	1.963026	2.157469	2.101981	2.114549	2.244118	2.059580	2.164024	2.369090	2.345875	2.262557	2.303438	2.362399	2.227183	2.344814	2.346930	2.326238	2.347732	2.041839	2.079966	2.227956	2.257494	2.030267	2.042397	1.873946	1.875712	1.668713	1.674134	1.607263	1.741754	1.378078	1.431978	1.412633	1.409747	2.240002	2.180177	2.179578	2.199243	2.092170	2.100258	2.301994	1.969247	1.978799	2.025085	2.030934	2.297857	2.267856	2.169860	2.024472	2.036531	2.140380	2.424102	2.022644	1.856125	1.764160	1.730356	1.778307	1.901649	1.750612	1.563810	1.523104	1.422640	1.481373	1.719678	1.651774	1.698483	1.677335	1.666011	1.677018	1.608003	-0.021637	0.588155	-0.020671	0.590409	65.388252	67.697971	70.188702	72.334609
2026.04.20 10:21:11,818750	1.932773	1.978795	1.977195	1.942106	2.144766	2.096963	2.107881	2.241137	2.054684	2.161656	2.419369	2.385865	2.255313	2.297890	2.422197	2.269409	2.340972	2.338020	2.377439	2.396373	2.039075	2.071648	2.291596	2.312474	2.037275	2.033654	1.947299	1.927598	1.671556	1.669319	1.640094	1.766589	1.379161	1.431575	1.440500	1.426813	2.254132	2.187879	2.183829	2.212673	2.099348	2.110514	2.314047	1.978976	1.986403	2.034774	2.041851	2.307873	2.278911	2.178744	2.034587	2.050992	2.152740	2.437107	2.037779	1.862434	1.767882	1.723894	1.764504	1.900770	1.753738	1.564838	1.526263	1.403203	1.465103	1.709889	1.647142	1.699630	1.683472	1.633440	1.653619	1.589211	-0.021637	0.587834	-0.020349	0.591697	65.388252	67.672152	70.238407	72.429424
2026.04.20 10:21:11,818841	1.924941	1.971037	1.955950	1.924734	2.135308	2.084111	2.076820	2.216459	2.041163	2.147742	2.364175	2.351055	2.245627	2.298802	2.429119	2.287032	2.333004	2.335873	2.435618	2.443762	2.041924	2.066047	2.354837	2.359332	2.031024	2.022611	1.999684	1.967866	1.673723	1.668707	1.670727	1.785103	1.383259	1.427723	1.475381	1.448452	2.261543	2.196900	2.188388	2.236184	2.123086	2.126159	2.325928	1.985901	1.994734	2.050190	2.057655	2.321058	2.290220	2.189961	2.045336	2.062816	2.162896	2.450390	2.044726	1.870154	1.775350	1.735357	1.776766	1.914738	1.764540	1.573503	1.536077	1.409312	1.467788	1.713858	1.657465	1.708161	1.689835	1.620126	1.643533	1.582654	-0.022281	0.588155	-0.019061	0.593307	65.339358	67.620514	70.412375	72.476831
2026.04.20 10:21:11,818932	1.918582	1.965199	1.937851	1.911101	2.122853	2.077217	2.056461	2.199672	2.030206	2.134279	2.315981	2.309937	2.225616	2.277388	2.349756	2.227769	2.312079	2.324023	2.379073	2.407762	2.025878	2.063785	2.368581	2.389374	2.022137	2.022422	2.065592	2.020768	1.665660	1.657918	1.692264	1.794900	1.379644	1.420450	1.500950	1.460220	2.260337	2.195762	2.187743	2.256628	2.134164	2.134202	2.330292	1.991068	1.997284	2.079412	2.073833	2.333254	2.301091	2.206602	2.050879	2.102126	2.179979	2.464115	2.053745	1.873976	1.776799	1.744099	1.782023	1.923571	1.774571	1.580954	1.538989	1.416056	1.478180	1.721510	1.667222	1.719470	1.695116	1.629666	1.649279	1.586991	-0.021637	0.587834	-0.018417	0.592341	65.363805	67.620514	70.437228	72.524238
2026.04.20 10:21:11,819023	1.916132	1.964667	1.919379	1.898941	2.120967	2.074062	2.035219	2.183667	2.019407	2.127684	2.263584	2.274814	2.213803	2.273745	2.299257	2.188994	2.302854	2.313890	2.320299	2.351717	2.011176	2.054398	2.286520	2.326268	2.009853	2.018957	2.018068	2.003112	1.658657	1.660034	1.699242	1.804346	1.374265	1.415902	1.523204	1.476645	2.256960	2.190544	2.183951	2.264210	2.137605	2.137650	2.332170	1.993605	1.997623	2.097327	2.090022	2.347358	2.305129	2.212631	2.055459	2.166691	2.202605	2.482705	2.061897	1.881914	1.777919	1.792676	1.806218	1.938702	1.781653	1.585204	1.543355	1.426830	1.483851	1.731758	1.674821	1.728736	1.703327	1.637205	1.656281	1.594967	-0.021959	0.587190	-0.019061	0.591053	65.363805	67.672152	70.511786	72.642756
